商品名称,商品价格,评论总数,好评率,评论热词,商品id
华为(HUAWEI)MateBook 13英寸轻薄本超极本超轻薄便携学生商务手提全面屏直播笔记本电脑 皓月银 十代i5 16G 512G固态 触屏,7499.0,100,0.93,"运行超快,高端大气",10021257203272
荣耀笔记本电脑MagicBook 14 2021款轻薄本超极本手提商务办公超薄本华为多屏协同 2021款 银｜i5十一代 16G 512G 集显 官方标配,4779.0,5000,0.98,"运行速快,运行超快,十分大气,轻薄精巧,反应灵敏,方便快捷,简洁大方,散热超快,办公足够,质量上乘,毫无异味",57532142702
戴尔（DELL）旗舰店 灵越7500 15.6英寸十代标压酷睿GTX专业独显创意设计师笔记本电脑 2845K 十代i7 16G 1650Ti 4K屏 官方标配,9999.0,10000,0.97,"美观大方,做工一流,流畅度佳,轻薄精巧,运行良好,使用顺手,操作简单,反应灵敏",10026625189670
LG gram 2021款16英寸超轻薄窄边框 16:10大画面 笔记本电脑 轻薄本(11代i5 8G 256G 2k屏 锐炬显卡 雷电4)白,7999.0,2000,0.97,"轻薄精巧,纯正艳丽,轻薄易携,流畅度佳",100018342050
【RTX3060可选】雷神911MT11代I7-11800H游戏本笔记本电脑144/240Hz 11代i7/RTX305016/512/144Hz,7399.0,1000,0.98,"运行快速,十分大气,运行良好,做工一流,颜值颇高",10030703856646
京东超市京东京造 笔记本电脑 全面屏 全金属薄本 网课 教育 商务本 JDBook 14英寸(11代酷睿 i3-1115G4处理器 8G 512G高速固态 FHD WIFI6 Win10) 银色,3299.0,59,0.9,"质量上乘,简洁大方,运行超快",10028198450144
苹果（Apple）2020款MacBook Air 13.3英寸超轻薄商务办公笔记本电脑M1免息分期 Macbook air 13.3英寸【香槟金】 【标准版】八核M1/8G/256G/20小时续航,7418.0,2000,0.98,"十分大气,轻薄精巧,反应灵敏,方便快捷,小巧玲珑,运行超快,散热超快,十分流畅,手感一流,倍感舒适,毫不刺眼",66491015314
微星(msi)星际战神GL76 17.3英寸游戏笔记本电脑(11代i7-11800H 16G 1T RTX3060 144Hz 72%NTSC高色域),10499.0,5000,0.92,流畅度佳,100021468846
京东超市【11代新品】机械革命深海泰坦X8Pro/钛钽PLUS 11代八核17.3英寸 165Hz电竞游戏本 X8 Pro 十代i7/RTX3060/2K 16G+512SSD 2K 165Hz电竞屏    ,8899.0,1000,0.94,"时尚大气,十分流畅,大气稳重,纯正艳丽,反应灵敏,运行安静,玩游戏必备,倍感舒适,稳定性佳,运行超快,流畅度佳",10024998099659
联想(Lenovo)拯救者R7000 锐龙R7八核芯高性能游戏本p 15.6英寸高色域吃鸡笔记本电脑 定制丨R7-4800H 8G内存 512G固态 GTX1650 4G电竞显卡,6299.0,20000,0.97,"质量上乘,流畅度佳",10026335426321
联想小新Pro16 锐龙版高性能游戏轻薄本 16英寸全面屏笔记本电脑超薄设计电竞办公本 R7-5800H 16G 512G 核显 2.5K 灰色,5899.0,200,0.98,"运行超快,方便快捷,高端大气,十分流畅,功能强大,光滑度高,美观大方,办公足够,柔软顺滑,散热超快,简单方便",10030496490640
京东超市宏碁(Acer)非凡S3X时尚轻薄本 11代独显金属身窄边框办公笔记本电脑14英寸学生游戏手提本 蔚蓝色(i5/16G/512G锐炬-4G独显),5099.0,200,0.91,轻薄精巧,10026060461468
神舟(HASEE)战神K670T-G6A2 英特尔酷睿i5-10400 MX350 2G 15.6英寸游戏笔记本电脑(8G 512G SSD IPS),4099.0,5000,0.92,"运行速快,十分大气,反应灵敏,功能齐全,时尚大气,十分流畅,手感一流,倍感舒适,质量上乘,做工一流,方便快捷",100014670694
联想拯救者R7000 Ps设计师高性能商务办公游戏本大学生电竞吃鸡手提笔记本电脑 八核R7-4800H 32G 1T+512G双硬盘 GTX1650 4G电竞独显 升级版高色域 幻影黑,7499.0,10000,0.99,"运行超快,精致美观,尺寸合适,轻薄精巧",10023693709049
华为笔记本电脑MateBook D 14 2021 14英寸全面屏轻薄本锐龙手提超薄本超级本 2021款 银｜R5-5500U+16G+512G 标配【预装Office办公软件】,5699.0,5000,0.98,"运行速快,运行超快,方便快捷,十分大气,轻薄精巧,简洁大方,散热超快,操作方便,倍感舒适,手感一流,质量上乘",62542227740
【独立显卡】华硕（asus）Redolbook14酷睿i5轻薄本学生办公笔记本电脑手提游戏本商务 酷睿i5-10210/独显2G 耀夜黑 8G内存 512G固态,3899.0,31,0.93,"清爽整洁,运行超快",10027879706886
联想笔记本 ideaPad15S 2021 7nm锐龙R5 超轻薄本笔记本电脑 商务办公本手提游戏本 标配：R5-5500U 8G内存 256G固态,3799.0,10000,0.95,"运行速快,反应灵敏,运行超快,十分大气,轻薄精巧,美观大方,简单方便,散热超快,顺滑流畅,毫不刺眼,操作方便",57297013026
15.6英寸 超薄笔记本电脑 轻薄本 超极本 学生网课手提商务办公高速四核格莱富电脑笔记本分期免息 太空银 套餐二 【8G内存+64G高速固态】,1478.0,5000,0.95,"流畅度佳,轻薄精巧,屏幕超大,方便快捷,毫不刺眼,轻薄易携,灵活敏捷,观影效果佳,运行超快,运行快速",39968027604
联想拯救者Y7000 15.6英寸标压酷睿i5高色域屏电竞游戏笔记本电脑 RTX2060独显 i5-10200H 16G内存 512固态丨 RTX2060 6G独显丨 带office,7499.0,500,0.98,"十分大气,简洁大方,流畅度佳,运行速快,倍感舒适,通透清晰,手感一流,质量上乘,运行安静,背光酷炫,散热超快",47133402081
戴尔（DELL)G3 3500-1762 /2862 15.6英寸学生设计电竞屏游戏笔记本电脑 6G独显 i7-10870H/64G/1T 定制,9799.0,1000,0.96,美观大方,48510252019
京东超市笔记本电脑迷你 掌上电脑7英寸2k 4G插卡移动办公 全新十代高性能触控屏超轻薄本 【电竞绝版】明星同款7.0英寸  PD协议  8G 256GPCIE（4G）i5 10210Y,5999.0,44,1.0,"灯光闪亮,小巧易携",10025212745783
拍拍【二手笔记本电脑9成新】HP惠普笔记本 轻薄便携大屏 12寸金属款\\/14寸商务办公二手游戏本 惠普双核-4g-120固态-12寸金属款,589.0,200,0.95,"服务一流,价格实惠,方便携带,物流极速",10030129477961
戴尔（DELL）笔记本灵越/成就5000 3501超极本轻薄家用学生网课商务办公游戏笔记本电脑  15.6英寸/AMD六核R5-4500U/集显 8G内存 512G PCIE固态硬盘 推荐版,3799.0,50000,0.97,"十分大气,尺寸合适,颜值颇高",71694263989
联想拯救者R9000P 2021款16英寸满功耗RTX3070游戏笔记本电脑锐龙R7-5800H八核 16G内存 1TB高速固态 升级版 165Hz 100%sRGB 专业电竞屏,13599.0,2000,0.95,流畅度佳,70085251699
宏碁（Acer）暗影骑士·龙15.6英寸AN515锐龙3060笔记本电脑宏基游戏本·擎 锐龙8核R7-5800H/RTX3060-6G 16G内存/512G固态官方标配,7900.0,200,0.99,"反应灵敏,外型酷炫,运行超快,十分大气,流畅度佳,简洁大方,系统充足,外观酷炫,运行稳定,散热超快,十分流畅",10029451390687
宏碁acer 宏基11代新蜂鸟FUN 传奇商务办公 S50/S40 轻薄本女学生网课笔记本游戏本 14英寸丨i5-1035G1 MX350【渐变色】 极速版： 8G / 512固态,4499.0,5000,0.98,"运行超快,轻薄精巧,十分流畅,反应灵敏,散热超快,简单方便,高贵典雅,小巧玲珑,轻便实用,质量上乘,办公足够",10023726972032
戴尔（DELL）灵越7000/7590 15.6英寸酷睿设计师合金商务轻薄旗舰吃鸡游戏本笔记本电脑 i7-9750H GTX1650 16G内存 512G高速固态 定制,7299.0,1000,0.99,"反应灵敏,方便快捷,运行超快,十分流畅,十分大气,美观大方,轻薄精巧,质量上乘,毫无损坏,散热超快,网速极佳",17862566251
灵越5000银色5310成就3400轻薄便携商务办公13.3英寸女生手提笔记本电脑 【静谧银】11代酷睿+戴尔原装包鼠-成就14Pro 【畅享版】四核芯8G/256G PCle纯固态,3699.0,2000,0.96,"小巧玲珑,轻薄精巧,运行快速,运行超快,十分大气,质量上乘,运行安静,反应灵敏,毫不累眼,节能降耗,操作简单",59390326419
荣耀笔记本电脑MagicBook 14 2021款 14英寸轻薄本超极本手提办公超薄本华为多屏协同 银｜i5十一代 16G 512G 集显,4999.0,2000,0.97,"反应灵敏,轻薄精巧,十分大气,运行超快,方便快捷,便于携带,结实耐用,流畅度佳,散热超快,倍感舒适,手感一流",53142139745
惠普（HP）星系列青春版  轻薄便携 超轻薄金属商务办公学生游戏手提笔记本电脑【新品】 星14青春版【优雅银-酷睿版i3】 套餐二 8G/512G固态,3799.0,20000,0.98,"运行稳定,运行超快,轻薄精巧,简洁大方,方便快捷,小巧可爱,简单方便,倍感舒适,散热超快,手感一流,运行安静",26877580263
联想ThinkPad E15笔记本电脑2021款锐龙版轻薄本商务办公学生FHD高清0ACD 定制R5 Pro 4650U 8G 512G,4699.0,200,0.99,"流畅度佳,反应灵敏,倍感舒适,运行超快,十分大气,运行安静,色彩出众,调节方便,轻薄精巧,手感舒适",10027627468677
小米RedmiBook 16.1\\/14英寸锐龙版全面屏笔记本电脑全新全金属轻薄商务办公学生游戏红米 16寸R7-4700U 16G内存 512G固态,4399.0,2000,0.96,质量上乘,63726072321
京品电脑机械师T58-V 144Hz全面屏游戏本十代i7/GTX1650Ti独显轻薄办公本设计师笔记本电脑 加强版16G/512G PCIE高速固态,6689.0,10000,0.98,"十分大气,反应灵敏,十分流畅,外型帅气,运行超快,做工一流,简单方便,外观酷炫,方便快捷,质量上乘,倍感舒适",49453991984
拍拍Apple MacBook Air  2015款13寸 苹果笔记本电脑 二手笔记本 银色 5代i5+8G+128G,2823.0,100,0.93,价格实惠,10026535501381
联想ThinkBook 14s 03CD 锐龙R5 14英寸高清屏超薄本 商务办公学生游戏笔记本电脑 指纹识别 AMD锐龙六核7nm架构  R5-4500U 8G内存 512G固态硬盘 标配,4399.0,200,1.0,"运行超快,小巧易携,流畅度佳,时尚大气,运行快速,运行安静,纯正艳丽,毫不刺眼,十分流畅,散热超快",72365634951
【2021新品】联想扬天V15 15.6英寸笔记本电脑 11代酷睿i5高性能轻薄商务办公网课学生本 标配：i5-1135G7 8G内存 512G固态 锐炬显卡 Win10 微窄边框全高清屏,4699.0,1000,0.98,办公足够,26114213904
荣耀MagicBook Pro 2020款 16.1英寸全面屏轻薄便携学生商务游戏超极本笔记本电脑 银 R7 4800H 16G 512G 官方标配  7nm 100%sRGB,5699.0,14,1.0,,10027435364070
华硕（ASUS）VivoBook14 X 锐龙版7nm 8核14英寸金属轻薄高色域笔记本电脑学生办公 14英寸 R7-5700U 冰川银  官方标配:16G 512G固态 100%sRGB,4599.0,27,1.0,"运行快速,流畅度佳,时尚大方,质量上乘,功能强大,色彩出众,散热超快,轻薄精巧",10029702093306
联想Ideapad14s锐龙版2021款笔记本电脑R5超薄轻薄小新学生14英寸女生办公游戏超级本 标配｜R5-5500U 8GB内存 256G固态 IPS屏,3699.0,1000,0.99,"时尚大气,运行超快,反应灵敏,轻薄精巧,散热超快,轻薄易携,流畅度佳,操作方便,系统充足,质量上乘,操作简单",10028335960369
联想拯救者R7000 Ps设计师高性能商务办公游戏本大学生电竞吃鸡手提笔记本电脑 八核R7-4800H 16G 512G固态超划算 GTX1650 4G电竞独显 升级版高色域 幻影黑,6699.0,10000,0.99,"运行稳定,十分酷炫,十分流畅,运行超快,质量上乘,做工一流,反应灵敏,方便快捷,清晰透亮,散热超快",10023693709044
联想精选ThinkPad E14 Slim i7高配版 14英寸商务办公游戏娱乐笔记本电脑【定制款】 E14 1UCD i7 16G 512G+1T银色,7399.0,2000,0.99,"运行稳定,反应灵敏,十分大气,运行超快,简洁大方,方便快捷,纯正艳丽,散热超快,简单方便,运行安静,办公足够",25022600798
联想ThinkPad E14 14英寸轻薄商务办公笔记本电脑 定制版 酷睿十代 I5独显 8G 512G固态@1NCD,4999.0,10000,0.98,"反应灵敏,十分大气,运行超快,时尚大气,轻薄精巧,方便快捷,散热超快,流畅度佳,质量上乘,简单方便,超长待机",18904492380
联想IdeaPad15s  英特尔酷睿十代i3笔记本电脑 15.6英寸全面屏 轻薄本学生用商务办公本 i3-10110U银 精选款丨8G内存+256G固态,3699.0,50000,0.95,"反应灵敏,运行超快,轻薄精巧,方便快捷,十分大气,时尚大气,简单方便,流畅度佳,散热超快,办公足够,毫不刺眼",39655782905
华为笔记本电脑MateBook D 15 15.6英寸轻薄本全面屏锐龙手提超薄本超级本 2021款 银｜R7-5700U+16G+512G 标配【预装Office办公软件】,6599.0,5000,0.97,"运行超快,反应灵敏,轻薄精巧,高端大气,时尚大气,十分流畅,方便快捷,办公足够,音效超棒,风力十足,操作简单",64975094504
联想ThinkPad E14 14英寸轻薄商务办公游戏笔记本电脑 定制版 酷睿十代 I5集显 8G 512G固态@1ACD,4699.0,20000,0.95,"运行稳定,简单方便,轻薄精巧,方便快捷,反应灵敏,十分大气,简洁大方,运行超快,散热超快,质量上乘,轻重适宜",25168769082
戴尔（DELL）灵越7500 15.6英寸酷睿高能合金本固态全高清轻薄笔记本电脑 i7-10750H GTX1650 4G独显 16G内存/1T固态 定制,8699.0,2000,0.95,"运行稳定,时尚大气,十分流畅,质量上乘,低调奢华,运行快速,散热超快",53185443254
天宝 H7S 15.6英寸AMD笔记本电脑 全金属轻薄云游戏本 超极本手提电脑 超薄办公电脑笔记本 神秘银色 16GB内存512GB高速固态硬盘,2998.0,10000,0.98,,10026141389720
i7】15.6英寸笔记本电脑超轻薄本全面屏商务游戏本高清学习办公智能驼 15.6英寸【青春版J3455】全面屏+抗蓝光 8G内存+128G固态 送键鼠垫音箱,1699.0,1000,0.99,"十分大气,运行超快,反应灵敏,轻薄精巧,流畅度佳,精致美观,办公足够,操作简单,网速极佳",10025687220488
【16G大内存+指纹解锁】高性能超轻薄本 15.6英寸全面屏笔记本电脑 手提便携学生办公海鲅游戏本 16G+256G固态+1TB机械（高性价）免费升级,3468.0,200,0.99,,10028995366367
联想拯救者R9000P 2021款锐龙R7-5800H八核16英寸满血版独显电竞吃鸡游戏本笔记本电脑 标配丨八核R7 16G 512G丨RTX3060 165Hz 100%sRGB 专业电竞屏,10999.0,5000,0.98,"运行稳定,流畅度佳,做工一流,十分大气,质感一流,简单方便,倍感舒适,效果惊艳,柔软顺滑,计算快速",10028565133761
联想拯救者Y7000P 十代酷睿i7 电竞屏144Hz吃鸡高性能设计师游戏本笔记本电脑 RTX2060-6G独显 升级 钛晶灰 8核I7-10875H 16G 1TB大固态,8799.0,200,0.97,,71770438154
惠普(HP)战66四代 锐龙版 15.6英寸轻薄笔记本电脑(Zen3架构 8核 R7-5800U 16G 1TB 400尼特高色域 一年上门),5399.0,200000,0.95,"运行稳定,轻薄精巧,时尚大气,反应灵敏,运行超快,方便快捷,运行安静,十分大气,按键舒服,质量上乘,效果惊艳",100018083802
联想拯救者Y7000P 2020新品英特尔10代酷睿i7电竞屏吃鸡游戏本 15.6英高色域笔记本电脑 标配【i7-10875H 16G 512】2060 高性能电竞显卡,8299.0,5000,0.95,"十分流畅,十分大气,反应灵敏,外型酷炫,运行超快,简洁大方,倍感舒适,质量上乘,手感舒适,效果惊艳,柔软顺滑",65338069913
戴尔（DELL）Latitude智锐3510/3520 15.6英寸轻薄商务办公学生手提笔记本电脑 定制：5205U/4G/128G/固态/一年保修,2799.0,2000,0.98,"运行快速,屏幕超大,运行超快,简单方便,尺寸合适",11972684791
小米笔记本RedmiBook14 16英寸酷睿十代锐龙350独显金属超轻薄红米游戏商务办公手提电脑 14寸/锐龙R5-4500U 16G 512G 银,3969.0,1000,0.96,"运行稳定,运行超快,反应灵敏,超长续航,简洁大方,轻薄精巧,尺寸合适",10020604422495
联想ThinkPad  E14 14英寸轻薄商务办公手提游戏笔记本电脑 定制版 FHD高清 酷睿十代 i3 8G内存 256G固态@39CD,3599.0,2000,0.97,"运行稳定,方便快捷,运行超快,反应灵敏,质量上乘,简单大方,散热超快,轻薄精巧,音效超棒,倍感舒适,精致美观",24133460704
联想（Lenovo）小新15 六核/八核锐龙版15.6英寸全面屏高性能轻薄商务办公游戏手提笔记本电脑 2021款  R5-5500U 8G 512G固态 IPS全高清屏  银灰色,4199.0,2000,0.94,"运行超快,运行速快,屏幕够大,简单方便,时尚大气,轻薄精巧,方便快捷,散热超快,按键舒服,运行安静,毫不刺眼",61983997378
京东超市联想（Lenovo）小新Air15 2021款15.6英寸 全面屏超轻薄笔记本电脑 i5-1155G7 16G 512G 锐炬显卡 高色域 独立数字小键盘 银色,5046.0,10000,0.94,"轻薄精巧,运行超快,质量上乘,时尚便携,运行安静,反应灵敏,简洁大方,运行稳定",10031042835584
【2021新品】联想威6全面屏14英寸英特尔十一代酷睿i3轻薄设计商务办公游戏小新品高性能笔记本电脑 标配丨i3-1115G4 8G内存 512G固态 锐炬显卡 IPS全高清...,3599.0,5000,0.96,"运行超快,运行快速,方便快捷,毫不刺眼,轻薄精巧",59089213140
华硕笔记本Vivobook14X/redolbook14锐龙版7nm8核高性能14英寸轻薄本学生游戏 M4200高闪银 R7-5700U 8G 标配版:512G PCIe固态,4099.0,200,0.95,,10028152350269
拍拍【二手9成新】联想（Lenovo）Thinkpad二手笔记本电脑 办公学习超薄游戏二手笔记本电脑 三：i3-5001U/8G/240G固态/2G独显,1699.0,5000,0.99,"物超所值,服务一流,色彩靓丽",32320983311
华为笔记本MateBook X/X pro 3K触控全面屏超轻薄本超极本商务便携手提办公笔记本电脑  X丨i5-10210U 16G 512G 青山黛,9999.0,1000,0.98,"精致美观,纯正艳丽,简洁大方,运行快速",70171989444
